name,url,
Pyro, https://vignette.wikia.nocookie.net/simpsons/images/c/c8/Pyro.png/revision/latest/scale-to-width-down/84?cb=20180127034744,
Freddy Quimby, https://vignette.wikia.nocookie.net/simpsons/images/f/fa/Freddy_Quimby.png/revision/latest/scale-to-width-down/54?cb=20141120150159,
Joe Quimby, https://vignette.wikia.nocookie.net/simpsons/images/8/89/Joe_Quimby_Tapped_Out.png/revision/latest/scale-to-width-down/70?cb=20140817115144,
Martha Quimby, https://vignette.wikia.nocookie.net/simpsons/images/a/a6/Martha_Quimby_Tapped_out.png/revision/latest/scale-to-width-down/68?cb=20150806193205,
Radioactive Man (character), https://vignette.wikia.nocookie.net/simpsons/images/5/5c/Rm.png/revision/latest/scale-to-width-down/74?cb=20150407221159,
Raphael, https://vignette.wikia.nocookie.net/simpsons/images/c/cb/Rafael.png/revision/latest/scale-to-width-down/58?cb=20170815223303,
Rasputin the Friendly Russian, https://vignette.wikia.nocookie.net/simpsons/images/8/8e/Rasputin.jpg/revision/latest/scale-to-width-down/122?cb=20150518123730,
Rex Banner, https://vignette.wikia.nocookie.net/simpsons/images/2/2a/Rex_Banner_Tapped_Out.png/revision/latest/scale-to-width-down/62?cb=20150815020942,
Francine Rhenquist, https://vignette.wikia.nocookie.net/simpsons/images/9/94/Francine_Rhenquist_%28Official_Image%29.PNG/revision/latest/scale-to-width-down/63?cb=20120328080817,
The Rich Texan, https://vignette.wikia.nocookie.net/simpsons/images/d/d5/The_Rich_texan_tapped_outNoBack_%281%29.png/revision/latest/scale-to-width-down/92?cb=20160331233457,
Richard, https://vignette.wikia.nocookie.net/simpsons/images/2/24/Richard3.JPG/revision/latest/scale-to-width-down/103?cb=20180319013213,
Roy, https://vignette.wikia.nocookie.net/simpsons/images/f/fe/It%27sRoy.jpg/revision/latest/scale-to-width-down/133?cb=20180715032602,
Luigi Risotto, https://vignette.wikia.nocookie.net/simpsons/images/2/22/Luigi_Risotto.png/revision/latest/scale-to-width-down/68?cb=20141202182151,
Nick Riviera, https://vignette.wikia.nocookie.net/simpsons/images/0/05/Nick_Riviera.png/revision/latest/scale-to-width-down/71?cb=20170903205918,
Russ Cargill, https://vignette.wikia.nocookie.net/simpsons/images/2/25/RussCargillTSTO.png/revision/latest/scale-to-width-down/61?cb=20170524054335,
Sam (barfly), https://vignette.wikia.nocookie.net/simpsons/images/9/94/Sam.png/revision/latest/scale-to-width-down/72?cb=20180127034253,
Gerald Samson, https://vignette.wikia.nocookie.net/simpsons/images/0/0d/Baby_Gerald_Tapped_Out.png/revision/latest/scale-to-width-down/129?cb=20151217014917,
Ms. Samson, https://vignette.wikia.nocookie.net/simpsons/images/3/3d/Ms._Samson.png/revision/latest/scale-to-width-down/60?cb=20101227191919,
Hank Scorpio, https://vignette.wikia.nocookie.net/simpsons/images/c/c0/Hank_Scorpio_Tapped_Out.png/revision/latest/scale-to-width-down/74?cb=20150730035717,
Arnold Schwarzenegger, https://vignette.wikia.nocookie.net/simpsons/images/3/37/Arnold_Schwarzenegger.jpg/revision/latest/scale-to-width-down/133?cb=20090913022931,
Scratchy, https://vignette.wikia.nocookie.net/simpsons/images/9/9a/Scratchy.png/revision/latest/scale-to-width-down/104?cb=20180604193819,
Serak the Preparer, https://vignette.wikia.nocookie.net/simpsons/images/4/4b/Sm_Serak_0.jpg/revision/latest/scale-to-width-down/123?cb=20131015175001,
Shary Bobbins, https://vignette.wikia.nocookie.net/simpsons/images/f/f1/Shary_Bobbins2.png/revision/latest/scale-to-width-down/73?cb=20140818030900,
Shauna Chalmers, https://vignette.wikia.nocookie.net/simpsons/images/b/bb/Shauna.png/revision/latest/scale-to-width-down/48?cb=20130714223500,
Shelby, https://vignette.wikia.nocookie.net/simpsons/images/e/e7/Shelby_%28Official_Image%29.PNG/revision/latest/scale-to-width-down/66?cb=20120318151622,
Sherri Mackleberry, https://vignette.wikia.nocookie.net/simpsons/images/3/33/Sherri_and_Terri.png/revision/latest/scale-to-width-down/61?cb=20130805043510,
Jay Sherman, https://vignette.wikia.nocookie.net/simpsons/images/6/65/Jay_Sherman.jpg/revision/latest/scale-to-width-down/133?cb=20130811202607,
Dave Shutton, https://vignette.wikia.nocookie.net/simpsons/images/8/8f/Dave_Shutton_pic.png/revision/latest/scale-to-width-down/53?cb=20180510135834,
Mindy Simmons, https://vignette.wikia.nocookie.net/simpsons/images/7/73/Mindy_Simmons_updated.png/revision/latest/scale-to-width-down/82?cb=20140205200229,
Agnes Skinner, https://vignette.wikia.nocookie.net/simpsons/images/2/28/Agnes_Skinner_-_shading.png/revision/latest/scale-to-width-down/66?cb=20130907222203,
Llewellyn Sinclair, https://vignette.wikia.nocookie.net/simpsons/images/5/54/Sinclair.png/revision/latest/scale-to-width-down/133?cb=20130817091131,
Smilin' Joe Fission, https://vignette.wikia.nocookie.net/simpsons/images/c/c7/SmilinJoeFission.gif/revision/latest/scale-to-width-down/100?cb=20101204223425,
Waylon Smithers, Jr., https://vignette.wikia.nocookie.net/simpsons/images/8/83/Waylon_Smithers.png/revision/latest/scale-to-width-down/48?cb=20170904025759
Roy Snyder, https://vignette.wikia.nocookie.net/simpsons/images/f/fb/Roy_Snyder_%28Official_image%29.png/revision/latest/scale-to-width-down/88?cb=20141026132126,
Bomb Disarming Robot, https://vignette.wikia.nocookie.net/simpsons/images/6/61/Robot.png/revision/latest/scale-to-width-down/133?cb=20111105041436,
Jebediah Springfield, https://vignette.wikia.nocookie.net/simpsons/images/a/ab/JebediahSpringfield.png/revision/latest/scale-to-width-down/90?cb=20170725175510,
Miss Springfield, https://vignette.wikia.nocookie.net/simpsons/images/b/b2/MissSpringfield.png/revision/latest/scale-to-width-down/46?cb=20130714223223,
Brandine Spuckler, https://vignette.wikia.nocookie.net/simpsons/images/1/14/Unlock_brandine1.png/revision/latest/scale-to-width-down/54?cb=20140817215326,
Cletus Spuckler, https://vignette.wikia.nocookie.net/simpsons/images/d/dd/Cletus.png/revision/latest/scale-to-width-down/92?cb=20100514235149,
Mary Spuckler, https://vignette.wikia.nocookie.net/simpsons/images/7/72/Mary_Spuckler_%28Official_Image%29.PNG/revision/latest/scale-to-width-down/102?cb=20170913221043,
Dolph Starbeam, https://vignette.wikia.nocookie.net/simpsons/images/9/98/Dolphart.png/revision/latest/scale-to-width-down/80?cb=20180518223858,
Lucius Sweet, https://vignette.wikia.nocookie.net/simpsons/images/7/74/LuciusSweetTSTO.png/revision/latest/scale-to-width-down/87?cb=20170904015101,
Drederick Tatum, https://vignette.wikia.nocookie.net/simpsons/images/d/d4/Drederick.png/revision/latest/scale-to-width-down/62?cb=20130728055336,
Allison Taylor, https://vignette.wikia.nocookie.net/simpsons/images/3/3c/Allison%27s_Sax.png/revision/latest/scale-to-width-down/74?cb=20141025211605,
Mr. Teeny, https://vignette.wikia.nocookie.net/simpsons/images/8/86/Mr._Teeny.png/revision/latest/scale-to-width-down/133?cb=20180315043133,
Terri Mackleberry, https://vignette.wikia.nocookie.net/simpsons/images/3/33/Sherri_and_Terri.png/revision/latest/scale-to-width-down/61?cb=20130805043510,
Cecil Terwilliger, https://vignette.wikia.nocookie.net/simpsons/images/e/ee/C.png/revision/latest/scale-to-width-down/65?cb=20150415213754,
Francesca Terwilliger, https://vignette.wikia.nocookie.net/simpsons/images/c/c3/Francesca_Terwilliger.png/revision/latest/scale-to-width-down/48?cb=20150417125638,
Gino Terwilliger, https://vignette.wikia.nocookie.net/simpsons/images/8/86/Gino.png/revision/latest/scale-to-width-down/96?cb=20150417125627,
Johnny Tightlips, https://vignette.wikia.nocookie.net/simpsons/images/2/2c/Johnny_Tightlips_Tapped_Out.png/revision/latest/scale-to-width-down/50?cb=20150919053524,
Timothy Lovejoy, Jr., https://vignette.wikia.nocookie.net/simpsons/images/0/04/Unlock_revlovejoy.png/revision/latest/scale-to-width-down/59?cb=20130714112039
Tina Ballerina, https://vignette.wikia.nocookie.net/simpsons/images/7/72/Tina_Ballerina.png/revision/latest/scale-to-width-down/133?cb=20130723074625,
Titania, https://vignette.wikia.nocookie.net/simpsons/images/e/e8/TITANIA.png/revision/latest/scale-to-width-down/99?cb=20140817220344,
Toshiro, https://vignette.wikia.nocookie.net/simpsons/images/7/7b/Chefsushi.jpg/revision/latest/scale-to-width-down/133?cb=20080308211921,
Ugolin, https://vignette.wikia.nocookie.net/simpsons/images/a/a5/UgolinTSTO.png/revision/latest/scale-to-width-down/79?cb=20170520034022,
Kirk Van Houten, https://vignette.wikia.nocookie.net/simpsons/images/2/20/Kirk_Van_Houten.png/revision/latest/scale-to-width-down/56?cb=20131223195613,
Mr. Vanderbilt, https://vignette.wikia.nocookie.net/simpsons/images/2/25/Vanderbilts.jpg/revision/latest/scale-to-width-down/133?cb=20110904190825,
Mrs. Vanderbilt, https://vignette.wikia.nocookie.net/simpsons/images/8/8d/Vanderbilt.jpg/revision/latest/scale-to-width-down/133?cb=20130404164915,
Dr. Velimirovic, https://vignette.wikia.nocookie.net/simpsons/images/1/12/Dr._velimirovic.png/revision/latest/scale-to-width-down/133?cb=20100727094538,
Gina Vendetti, https://vignette.wikia.nocookie.net/simpsons/images/2/2d/Gina_Vendetti_Tapped_Out.png/revision/latest/scale-to-width-down/70?cb=20151112001137,
Ian (Very Tall Man), https://vignette.wikia.nocookie.net/simpsons/images/8/83/Nelson_Story.jpg/revision/latest/scale-to-width-down/133?cb=20130105223858,
Veterinarian, https://vignette.wikia.nocookie.net/simpsons/images/d/de/Veterinarian.png/revision/latest/scale-to-width-down/133?cb=20140112073242,
Poor Violet, https://vignette.wikia.nocookie.net/simpsons/images/c/c6/Poor_Violet.jpg/revision/latest/scale-to-width-down/133?cb=20130505195615,
Don Vittorio DiMaggio, https://vignette.wikia.nocookie.net/simpsons/images/5/5c/Don_Vittorio_DiMaggio_Tapped_Out.png/revision/latest/scale-to-width-down/69?cb=20150727050535,
The Warden, https://vignette.wikia.nocookie.net/simpsons/images/b/b4/Warden2.jpg/revision/latest/scale-to-width-down/133?cb=20080618051032,
Professor Werner von Brawn, https://vignette.wikia.nocookie.net/simpsons/images/9/98/Professor_Werner_von_Brawn.png/revision/latest/scale-to-width-down/121?cb=20111113145511,
Alex Whitney, https://vignette.wikia.nocookie.net/simpsons/images/9/95/Alex_Whitney_%28Official_Image%29.PNG/revision/latest/scale-to-width-down/69?cb=20140902015245,
Groundskeeper Willie, https://vignette.wikia.nocookie.net/simpsons/images/9/9d/Groundskeeper_Willie.png/revision/latest/scale-to-width-down/95?cb=20130424154035,
Clancy Wiggum, https://vignette.wikia.nocookie.net/simpsons/images/e/ec/Clancy_Wiggum.png/revision/latest/scale-to-width-down/88?cb=20130424153104,
Ralph Wiggum, https://vignette.wikia.nocookie.net/simpsons/images/1/14/Ralph_Wiggum.png/revision/latest/scale-to-width-down/81?cb=20100704163100,
Sarah Wiggum, https://vignette.wikia.nocookie.net/simpsons/images/2/2b/Sarah_Wiggum.png/revision/latest/scale-to-width-down/133?cb=20130424144039,
Mr. Winfield, https://vignette.wikia.nocookie.net/simpsons/images/0/01/Mr._Winfield.png/revision/latest/scale-to-width-down/133?cb=20130717080444,
Sylvia Winfield, https://vignette.wikia.nocookie.net/simpsons/images/8/85/Sylvia_Winfield.png/revision/latest/scale-to-width-down/133?cb=20130717080331,
Emily Winthrop, https://vignette.wikia.nocookie.net/simpsons/images/1/18/Emily_Winthrop.png/revision/latest/scale-to-width-down/70?cb=20130723075633,
Greta Wolfcastle, https://vignette.wikia.nocookie.net/simpsons/images/4/45/Greta_Wolfcastle_Tapped_Out.png/revision/latest/scale-to-width-down/64?cb=20150806200731,
Rainier Wolfcastle, https://vignette.wikia.nocookie.net/simpsons/images/c/c5/Rainier_Wolfcastle.png/revision/latest/scale-to-width-down/76?cb=20131223202404,
Medicine Woman, https://vignette.wikia.nocookie.net/simpsons/images/b/b3/MedicineWoman.png/revision/latest/scale-to-width-down/133?cb=20100918115746,
Yellow Weasel, https://vignette.wikia.nocookie.net/simpsons/images/7/74/Yellow_Weasel.png/revision/latest/scale-to-width-down/112?cb=20170101224649,
The Yes Guy, https://vignette.wikia.nocookie.net/simpsons/images/9/9d/Yes_Guy.png/revision/latest/scale-to-width-down/56?cb=20131213222327,
Artie Ziff, https://vignette.wikia.nocookie.net/simpsons/images/0/0c/Artie_Ziff.png/revision/latest/scale-to-width-down/62?cb=20150727093911,
Üter Zörker, https://vignette.wikia.nocookie.net/simpsons/images/1/1a/200px-%C3%9Cter_Z%C3%B6rker.png/revision/latest/scale-to-width-down/104?cb=20180426220532,
Kearney Zzyzwicz, https://vignette.wikia.nocookie.net/simpsons/images/6/64/Kearney_Zzyzwicz.png/revision/latest/scale-to-width-down/64?cb=20170903205831,
Kearney Zzyzwicz, Jr., https://vignette.wikia.nocookie.net/simpsons/images/3/3a/200px-KearneyJr.png/revision/latest/scale-to-width-down/133?cb=20130419081316
Evil Homer, https://vignette.wikia.nocookie.net/simpsons/images/5/5d/Evilhomer.gif/revision/latest/scale-to-width-down/78?cb=20131227013745,
Homer Simpson, https://vignette.wikia.nocookie.net/simpsons/images/b/bd/Homer_Simpson.png/revision/latest/scale-to-width-down/58?cb=20140126234206,
Marge Simpson, https://vignette.wikia.nocookie.net/simpsons/images/0/0b/Marge_Simpson.png/revision/latest/scale-to-width-down/56?cb=20180626055729,
Bart Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/65/Bart_Simpson.png/revision/latest/scale-to-width-down/70?cb=20180319061933,
Lisa Simpson, https://vignette.wikia.nocookie.net/simpsons/images/e/ec/Lisa_Simpson.png/revision/latest/scale-to-width-down/58?cb=20130818181431,
Maggie Simpson, https://vignette.wikia.nocookie.net/simpsons/images/9/9d/Maggie_Simpson.png/revision/latest/scale-to-width-down/70?cb=20130424150432,
Abraham Simpson II, https://vignette.wikia.nocookie.net/simpsons/images/a/a9/Abraham_Simpson.png/revision/latest/scale-to-width-down/61?cb=20151011181838,
Mona Simpson, https://vignette.wikia.nocookie.net/simpsons/images/5/52/IMG_1693.PNG/revision/latest/scale-to-width-down/36?cb=20170103165130,
Herbert Powell, https://vignette.wikia.nocookie.net/simpsons/images/c/c2/HerbPowell.png/revision/latest/scale-to-width-down/46?cb=20180325191239,
Abbie Simpson, https://vignette.wikia.nocookie.net/simpsons/images/0/0c/Abbie.png/revision/latest/scale-to-width-down/97?cb=20130325071151,
Picard Simpson, https://vignette.wikia.nocookie.net/simpsons/images/8/82/Bart%27s_eldest_son.png/revision/latest/scale-to-width-down/36?cb=20141028004949,
Kirk Simpson, https://vignette.wikia.nocookie.net/simpsons/images/f/fb/Bart%27s_youngest_son.png/revision/latest/scale-to-width-down/45?cb=20141028004843,
Beggar Relative, https://vignette.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/97?cb=20070203163813,
Charles Montgomery Burns, https://vignette.wikia.nocookie.net/simpsons/images/b/b0/Mr._Burns.png/revision/latest/scale-to-width-down/37?cb=20130910084050,
Mary Frowning Cloud, https://vignette.wikia.nocookie.net/simpsons/images/d/de/MFC.jpg/revision/latest/scale-to-width-down/77?cb=20081029161038,
Happy Dinsdale, https://vignette.wikia.nocookie.net/simpsons/images/6/63/120px-%27Happy%27_Dinsdale_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120325160521,
Dulcine Simpson, https://vignette.wikia.nocookie.net/simpsons/images/e/e2/29.jpg/revision/latest?cb=20110224131420,
Eckhardt Simpson, https://vignette.wikia.nocookie.net/simpsons/images/1/1f/Ekhardt.jpg/revision/latest?cb=20110516202257,
Gabby Crouse, https://vignette.wikia.nocookie.net/simpsons/images/a/a2/18.jpg/revision/latest?cb=20110224124742,
Winifred Running Goat, https://vignette.wikia.nocookie.net/simpsons/images/8/88/600px-Winifred_h%C3%BCpfende_Ziege.png/revision/latest/scale-to-width-down/97?cb=20120626095344,
Yuma Hickman, https://vignette.wikia.nocookie.net/simpsons/images/b/bb/120px-Yuma_Simpson_medium.jpg/revision/latest/scale-to-width-down/97?cb=20120325155447,
Homer the Thief, https://vignette.wikia.nocookie.net/simpsons/images/4/41/Homer_the_Theif.png/revision/latest/scale-to-width-down/97?cb=20100225232954,
Hortense Simpson, https://vignette.wikia.nocookie.net/simpsons/images/2/2f/Hortense_simpson.jpg/revision/latest/scale-to-width-down/97?cb=20130302185112,
Hubert Simpson, https://vignette.wikia.nocookie.net/simpsons/images/8/8b/Hubert.JPG/revision/latest/scale-to-width-down/97?cb=20081020213512,
Hugo Simpson I, https://vignette.wikia.nocookie.net/simpsons/images/e/e3/30.jpg/revision/latest?cb=20110224124112,
Humphrey Little Goat, https://vignette.wikia.nocookie.net/simpsons/images/0/03/5.jpg/revision/latest?cb=20120427061215,
Hurt Leg Simpson Relative, https://vignette.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/97?cb=20070203163813,
Jane Nervous Goat, https://vignette.wikia.nocookie.net/simpsons/images/1/18/6.jpg/revision/latest?cb=20110223215135,
Jenda Simpson, https://vignette.wikia.nocookie.net/simpsons/images/b/b8/Jenda.png/revision/latest/scale-to-width-down/60?cb=20180516052741,
Joe Puffing Goat, https://vignette.wikia.nocookie.net/simpsons/images/c/c5/W.-0007.jpg/revision/latest/scale-to-width-down/77?cb=20081029161323,
Jug Band Manager, https://vignette.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/97?cb=20070203163813,
Maggie Simpson, Jr., https://vignette.wikia.nocookie.net/simpsons/images/a/a1/Maggie%27s_daughter.png/revision/latest/scale-to-width-down/97?cb=20171218033443
Maggie's Husband, https://vignette.wikia.nocookie.net/simpsons/images/e/eb/Maggie%27s_husband.png/revision/latest/scale-to-width-down/97?cb=20111115005451,
Millionaire Actor, https://vignette.wikia.nocookie.net/simpsons/images/a/af/Partymillionaire.JPG/revision/latest/scale-to-width-down/97?cb=20090618062916,
Prison Snitch (Simpson Relative), https://vignette.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/97?cb=20070203163813,
Abraham Simpson I, https://vignette.wikia.nocookie.net/simpsons/images/6/6d/Abraham_Simpson_I.png/revision/latest/scale-to-width-down/70?cb=20171117020631,
Amber Simpson, https://vignette.wikia.nocookie.net/simpsons/images/5/5b/Amber_Simpson.png/revision/latest/scale-to-width-down/41?cb=20170903212110,
Bart Simpson, Jr., https://vignette.wikia.nocookie.net/simpsons/images/c/c0/Bart_simpsons_jr.png/revision/latest/scale-to-width-down/74?cb=20111109022228
Chet Simpson, https://vignette.wikia.nocookie.net/simpsons/images/b/b9/Chet_Simpson.png/revision/latest/scale-to-width-down/64?cb=20171117020900,
Claretta Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/6f/600px-Claretta_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120614000407,
Cyrus Simpson, https://vignette.wikia.nocookie.net/simpsons/images/a/ac/Cyrus_Simpson.png/revision/latest/scale-to-width-down/97?cb=20171117021106,
Dr. Simpson, https://vignette.wikia.nocookie.net/simpsons/images/e/e7/200px-Simpson_women.png/revision/latest/scale-to-width-down/97?cb=20070701045918,
Eliza Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/67/Eliza_Simpson.png/revision/latest/scale-to-width-down/74?cb=20171117024302,
Garwood Simpson, https://vignette.wikia.nocookie.net/simpsons/images/7/76/600px-Garwood_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120626095641,
Hiram Simpson, https://vignette.wikia.nocookie.net/simpsons/images/8/85/Hiram_Simpson.png/revision/latest/scale-to-width-down/37?cb=20130913051827,
Howland Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/6b/600px-Howland_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120626134527,
Hugo Simpson II, https://vignette.wikia.nocookie.net/simpsons/images/1/1a/Hugo_Simpson.png/revision/latest/scale-to-width-down/49?cb=20180311203025,
Lambert Simpson, https://vignette.wikia.nocookie.net/simpsons/images/c/cb/600px-Lambert_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120614000641,
Mabel Simpson, https://vignette.wikia.nocookie.net/simpsons/images/b/bd/Mabel_Simpson.png/revision/latest/scale-to-width-down/49?cb=20171117025409,
Old Tut Simpson, https://vignette.wikia.nocookie.net/simpsons/images/1/1a/17495903_987184024748667_1032091200_n.jpg/revision/latest/scale-to-width-down/56?cb=20170325150408,
Orville Simpson, https://vignette.wikia.nocookie.net/simpsons/images/2/28/200px-Orville_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120325155243,
Pippa Simpson, https://vignette.wikia.nocookie.net/simpsons/images/0/03/21.jpg/revision/latest?cb=20110224020114,
Prudence Simpson, https://vignette.wikia.nocookie.net/simpsons/images/3/30/9.jpg/revision/latest?cb=20110223224736,
Rupert Simpson, https://vignette.wikia.nocookie.net/simpsons/images/9/93/600px-Rupert_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120614000525,
Sven Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/6b/600px-Sven_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120614000244,
Trixie Simpson, https://vignette.wikia.nocookie.net/simpsons/images/7/73/76.jpg/revision/latest?cb=20110223224639,
Tyrone Simpson, https://vignette.wikia.nocookie.net/simpsons/images/c/c1/Uncle_Tyrone.jpg/revision/latest/scale-to-width-down/56?cb=20071228210444,
Virgil Simpson, https://vignette.wikia.nocookie.net/simpsons/images/3/31/Virgil_Simpson.png/revision/latest/scale-to-width-down/37?cb=20130913052204,
Zeke Simpson, https://vignette.wikia.nocookie.net/simpsons/images/3/31/20_-2.jpg/revision/latest?cb=20110224015854,
Stanley Simpson, https://vignette.wikia.nocookie.net/simpsons/images/a/af/Stanley_Simpson.png/revision/latest/scale-to-width-down/56?cb=20170720140235,
Clowta Stillman, https://vignette.wikia.nocookie.net/simpsons/images/8/87/600px-Clowta_Simpson.png/revision/latest/scale-to-width-down/97?cb=20120626095803,
Suing Simpson Relative, https://vignette.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/97?cb=20070203163813,
Ivy Simpson, https://vignette.wikia.nocookie.net/simpsons/images/6/62/11.jpg/revision/latest?cb=20110605175345,
Zia Simpson, https://vignette.wikia.nocookie.net/simpsons/images/b/b1/Zia_Simpson.jpg/revision/latest/scale-to-width-down/36?cb=20130213033445,
Zorina Ovadia, https://vignette.wikia.nocookie.net/simpsons/images/9/9a/Zorina.jpg/revision/latest?cb=20110516001822,
Marge's demons, https://vignette.wikia.nocookie.net/simpsons/images/5/5a/Marge%27s_demons_%28Some_Enchanted_Evening%29.png/revision/latest/scale-to-width-down/97?cb=20130527193036,
Gretchen, https://vignette.wikia.nocookie.net/simpsons/images/a/ad/Gretchen.JPG/revision/latest/scale-to-width-down/75?cb=20131120205109,
Homer Jr., https://vignette.wikia.nocookie.net/simpsons/images/9/98/Homer_Jr.JPG/revision/latest/scale-to-width-down/74?cb=20131120205417,
Marge Simpson, https://vignette.wikia.nocookie.net/simpsons/images/0/0b/Marge_Simpson.png/revision/latest/scale-to-width-down/70?cb=20180626055729,
Selma Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/b/ba/Selma_Bouvier.png/revision/latest/scale-to-width-down/70?cb=20140826210408,
Patty Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/d/d5/Patty_Bouvier1.png/revision/latest/scale-to-width-down/66?cb=20090329031750,
Clancy Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/5/56/Clancy.png/revision/latest/scale-to-width-down/81?cb=20170103182945,
Jacqueline Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/8/80/Jacqueline_Bouvier_%28official_image%29.png/revision/latest/scale-to-width-down/51?cb=20141121141904,
Ling Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/b/b3/Ling_Bouvier_Tapped_Out.png/revision/latest/scale-to-width-down/94?cb=20151217015133,
Gladys Gurney, https://vignette.wikia.nocookie.net/simpsons/images/3/3b/Gladys_Gurney.jpg/revision/latest/scale-to-width-down/120?cb=20130717041945,
Alvarine Bisque, https://vignette.wikia.nocookie.net/simpsons/images/4/47/Alvarine_Gurney.png/revision/latest/scale-to-width-down/83?cb=20141125115231,
Chester Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/1/18/P282_56_76.jpg/revision/latest?cb=20110317030829,
JoJo Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/b/bd/P290_50_67.jpg/revision/latest?cb=20110317030636,
Pépé Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/f/f3/P106_AUX_128_128.jpg/revision/latest/scale-to-width-down/120?cb=20110317030455,
Victor Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/c/cb/P368_120_120_medium_%281%29.jpg/revision/latest?cb=20111114201031,
Victor Bouvier II, https://vignette.wikia.nocookie.net/simpsons/images/1/16/P364_120_120_medium.jpg/revision/latest?cb=20111114202758,
Cléo Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/d/d4/000800_2426174p4t51ced6h3i1dc.jpg/revision/latest/scale-to-width-down/102?cb=20111114204135,
Didi Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/f/fd/000811_7424314t3m4c6654e8131c.jpg/revision/latest/scale-to-width-down/120?cb=20111114203312,
Honoré Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/c/c8/000808_44103545q526k13c4ec1c1.jpg/revision/latest/scale-to-width-down/87?cb=20111114203444,
Marcel Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/3/31/179-551-126179551-501-501451_363804782714c4iz9ju911_Y_60x60.jpg/revision/latest?cb=20110315073831,
Bambi Petitbois, https://vignette.wikia.nocookie.net/simpsons/images/8/89/ImagesCAC6969O.jpg/revision/latest?cb=20110414134241,
Yves Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/4/42/200px-Yves_Bouvier.png/revision/latest/scale-to-width-down/120?cb=20111114203543,
Ned Flanders, https://vignette.wikia.nocookie.net/simpsons/images/8/84/Ned_Flanders.png/revision/latest/scale-to-width-down/75?cb=20100513160156,
Maude Flanders, https://vignette.wikia.nocookie.net/simpsons/images/9/95/Maude_Flanders.png/revision/latest/scale-to-width-down/78?cb=20171127151808,
Rod Flanders, https://vignette.wikia.nocookie.net/simpsons/images/8/80/Rod_Flanders.png/revision/latest/scale-to-width-down/39?cb=20140207181806,
Todd Flanders, https://vignette.wikia.nocookie.net/simpsons/images/1/18/Todd_Flanders.png/revision/latest/scale-to-width-down/76?cb=20131223200228,
Nedward Flanders, Sr., https://vignette.wikia.nocookie.net/simpsons/images/d/df/Nedsel_Flanders.PNG/revision/latest/scale-to-width-down/120?cb=20120530131509
Agnes Flanders, https://vignette.wikia.nocookie.net/simpsons/images/7/75/Mona_Flanders.PNG/revision/latest/scale-to-width-down/83?cb=20120530131525,
Grandma Flanders, https://vignette.wikia.nocookie.net/simpsons/images/9/99/Granny_Flanders.PNG/revision/latest/scale-to-width-down/120?cb=20180505043928,
Augusta Flanders, https://vignette.wikia.nocookie.net/simpsons/images/4/4f/P135_92_125.jpg/revision/latest/scale-to-width-down/88?cb=20120614011041,
Bonnie Flanders, https://vignette.wikia.nocookie.net/simpsons/images/1/19/Bonnie_Flanders.PNG/revision/latest/scale-to-width-down/97?cb=20110807112157,
Canadian Flanders, https://vignette.wikia.nocookie.net/simpsons/images/8/80/Vmffosejtm.png/revision/latest/scale-to-width-down/120?cb=20110520230608,
Connie Flanders, https://vignette.wikia.nocookie.net/simpsons/images/8/89/Connie_Flanders.PNG/revision/latest/scale-to-width-down/78?cb=20110807112212,
Floradora Flannery, https://vignette.wikia.nocookie.net/simpsons/images/5/55/Floradora_Flannery.png/revision/latest/scale-to-width-down/120?cb=20130602081027,
